Time,Pressure_hPa,Altitude_m,Drop_m,LED_Status
1768821250.6861513,1004.52,72.97,-2.53,0
1768821250.7883124,1004.51,73.03,-2.59,0
1768821250.8904743,1004.51,73.04,-2.60,0
1768821250.9926713,1004.51,73.04,-2.60,0
1768821251.094831,1004.51,73.04,-2.60,0
1768821251.1971273,1004.51,73.04,-2.60,0
1768821251.299289,1004.52,72.91,-2.47,0
1768821251.401646,1004.52,72.92,-2.48,0
1768821251.5039005,1004.53,72.88,-2.44,0
1768821251.6060667,1004.53,72.88,-2.44,0
1768821251.7083576,1004.52,72.98,-2.54,0
1768821251.810517,1004.52,72.97,-2.52,0
1768821251.9126751,1004.52,72.92,-2.48,0
1768821252.0148425,1004.52,72.92,-2.48,0
1768821252.1169946,1004.51,73.06,-2.61,0
1768821252.219283,1004.50,73.07,-2.63,0
1768821252.3214562,1004.52,72.98,-2.53,0
1768821252.4237742,1004.52,72.98,-2.53,0
1768821252.5261557,1004.53,72.88,-2.44,0
1768821252.628503,1004.53,72.88,-2.44,0
1768821252.731265,1004.49,73.15,-2.71,0
1768821252.8340366,1004.49,73.16,-2.72,0
1768821252.9374638,1004.49,73.23,-2.79,0
1768821253.0400229,1004.48,73.23,-2.79,0
1768821253.1424341,1004.51,72.99,-2.55,0
1768821253.2449493,1004.51,72.98,-2.54,0
1768821253.347151,1004.54,72.80,-2.36,0
1768821253.449488,1004.54,72.80,-2.36,0
1768821253.5517156,1004.54,72.79,-2.34,0
1768821253.6540754,1004.54,72.79,-2.35,0
1768821253.7563045,1004.55,72.70,-2.26,0
1768821253.8584824,1004.55,72.71,-2.26,0
1768821253.9606946,1004.54,72.80,-2.36,0
1768821254.0628211,1004.54,72.80,-2.36,0
1768821254.1651206,1004.53,72.84,-2.40,0
1768821254.2673838,1004.53,72.84,-2.40,0
1768821254.369911,1004.53,72.84,-2.40,0
1768821254.472536,1004.53,72.83,-2.39,0
1768821254.575198,1004.54,72.80,-2.35,0
1768821254.6779852,1004.54,72.81,-2.36,0
1768821254.7806742,1004.53,72.82,-2.38,0
1768821254.8832648,1004.53,72.81,-2.37,0
1768821254.985915,1004.53,72.84,-2.40,0
1768821255.088469,1004.53,72.85,-2.41,0
1768821255.1912775,1004.54,72.78,-2.34,0
1768821255.2939067,1004.54,72.77,-2.33,0
1768821255.396932,1004.54,72.78,-2.34,0
1768821255.4996457,1004.54,72.78,-2.34,0
1768821255.6022577,1004.54,72.81,-2.36,0
1768821255.7050436,1004.54,72.81,-2.37,0
1768821255.807685,1004.53,72.85,-2.41,0
1768821255.9102535,1004.53,72.86,-2.41,0
1768821256.0129042,1004.53,72.83,-2.39,0
1768821256.115479,1004.53,72.84,-2.39,0
1768821256.218217,1004.53,72.87,-2.43,0
1768821256.3208861,1004.53,72.87,-2.43,0
1768821256.4236572,1004.53,72.86,-2.42,0
1768821256.5263493,1004.53,72.85,-2.41,0
1768821256.6289952,1004.55,72.72,-2.28,0
1768821256.7317407,1004.55,72.72,-2.27,0
1768821256.834372,1004.54,72.78,-2.33,0
1768821256.9369864,1004.54,72.78,-2.34,0
1768821257.039561,1004.54,72.78,-2.33,0
1768821257.1421177,1004.54,72.78,-2.34,0
1768821257.2449973,1004.54,72.75,-2.31,0
1768821257.3477447,1004.54,72.75,-2.31,0
1768821257.450723,1004.53,72.84,-2.40,0
1768821257.5533836,1004.53,72.85,-2.40,0
1768821257.6561615,1004.54,72.78,-2.34,0
1768821257.7588649,1004.54,72.79,-2.35,0
1768821257.8614814,1004.54,72.77,-2.33,0
1768821257.964075,1004.54,72.78,-2.33,0
1768821258.0666971,1004.54,72.79,-2.34,0
1768821258.169464,1004.54,72.78,-2.34,0
1768821258.2721915,1004.55,72.71,-2.27,0
1768821258.374979,1004.55,72.71,-2.27,0
1768821258.4778764,1004.54,72.74,-2.30,0
1768821258.580495,1004.54,72.74,-2.30,0
1768821258.6833029,1004.54,72.81,-2.37,0
1768821258.785904,1004.53,72.82,-2.38,0
1768821258.8885,1004.55,72.72,-2.28,0
1768821258.9911616,1004.55,72.72,-2.28,0
1768821259.0937676,1004.56,72.59,-2.14,0
1768821259.1964977,1004.56,72.58,-2.14,0
1768821259.2991972,1004.54,72.80,-2.36,0
1768821259.4019485,1004.54,72.80,-2.36,0
1768821259.5046878,1004.56,72.63,-2.19,0
1768821259.607336,1004.56,72.63,-2.19,0
1768821259.711199,1004.54,72.74,-2.30,0
1768821259.8141549,1004.54,72.74,-2.30,0
1768821259.9222498,1004.55,72.68,-2.24,0
1768821260.0250685,1004.55,72.69,-2.25,0
1768821260.127867,1004.56,72.63,-2.19,0
1768821260.2306519,1004.56,72.63,-2.19,0
1768821260.334658,1004.54,72.73,-2.29,0
1768821260.4373043,1004.54,72.73,-2.29,0
1768821260.5398095,1004.56,72.59,-2.15,0
1768821260.6424377,1004.56,72.59,-2.15,0
1768821260.7452104,1004.55,72.68,-2.24,0
1768821260.8478224,1004.55,72.68,-2.24,0
1768821260.9504316,1004.56,72.63,-2.19,0
1768821261.0530174,1004.56,72.64,-2.20,0
1768821261.1557653,1004.56,72.60,-2.16,0
1768821261.2583885,1004.56,72.61,-2.17,0
1768821261.361113,1004.55,72.67,-2.23,0
1768821261.4639828,1004.55,72.67,-2.22,0
1768821261.5667067,1004.56,72.57,-2.13,0
1768821261.6695802,1004.56,72.57,-2.13,0
1768821261.7722883,1004.56,72.63,-2.19,0
1768821261.8751652,1004.56,72.64,-2.19,0
1768821261.9779534,1004.56,72.61,-2.17,0
1768821262.0807488,1004.56,72.61,-2.16,0
1768821262.1836689,1004.57,72.55,-2.10,0
1768821262.286356,1004.57,72.54,-2.10,0
1768821262.3890142,1004.56,72.57,-2.12,0
1768821262.491842,1004.56,72.56,-2.12,0
1768821262.5946188,1004.57,72.53,-2.09,0
1768821262.6975646,1004.57,72.53,-2.08,0
1768821262.8002868,1004.56,72.60,-2.16,0
1768821262.9030867,1004.56,72.60,-2.16,0
1768821263.005784,1004.56,72.61,-2.16,0
1768821263.1083457,1004.56,72.61,-2.16,0
1768821263.211027,1004.56,72.61,-2.17,0
1768821263.3137922,1004.56,72.60,-2.16,0
1768821263.4164817,1004.56,72.60,-2.15,0
1768821263.5191436,1004.56,72.59,-2.15,0
1768821263.621854,1004.56,72.59,-2.15,0
1768821263.7247045,1004.57,72.55,-2.11,0
1768821263.827413,1004.57,72.56,-2.11,0
1768821263.930259,1004.55,72.66,-2.22,0
1768821264.0330436,1004.55,72.66,-2.22,0
1768821264.135674,1004.56,72.61,-2.17,0
1768821264.2390404,1004.56,72.62,-2.18,0
1768821264.3415158,1004.55,72.70,-2.25,0
1768821264.4438837,1004.55,72.69,-2.25,0
1768821264.5461533,1004.55,72.67,-2.23,0
1768821264.6483712,1004.55,72.68,-2.23,0
1768821264.7506585,1004.56,72.64,-2.20,0
1768821264.8528678,1004.55,72.65,-2.21,0
1768821264.955057,1004.56,72.57,-2.13,0
1768821265.0572243,1004.56,72.57,-2.13,0
1768821265.1595542,1004.57,72.52,-2.08,0
1768821265.2617698,1004.57,72.51,-2.07,0
1768821265.3639455,1004.57,72.52,-2.08,0
1768821265.466292,1004.57,72.52,-2.08,0
1768821265.5684843,1004.56,72.60,-2.16,0
1768821265.670866,1004.56,72.60,-2.16,0
1768821265.7730553,1004.56,72.63,-2.19,0
1768821265.875205,1004.56,72.63,-2.19,0
1768821265.9774,1004.55,72.67,-2.23,0
1768821266.079573,1004.55,72.68,-2.24,0
1768821266.1819305,1004.55,72.71,-2.27,0
1768821266.284177,1004.55,72.71,-2.27,0
1768821266.3864405,1004.54,72.75,-2.30,0
1768821266.4888635,1004.54,72.75,-2.31,0
1768821266.5911036,1004.54,72.80,-2.36,0
1768821266.6934726,1004.54,72.80,-2.35,0
1768821266.795712,1004.53,72.83,-2.39,0
1768821266.8979135,1004.53,72.83,-2.39,0
1768821267.0001497,1004.53,72.88,-2.44,0
1768821267.1023962,1004.53,72.88,-2.44,0
1768821267.20474,1004.53,72.88,-2.44,0
1768821267.3069184,1004.53,72.88,-2.44,0
1768821267.409236,1004.52,72.90,-2.45,0
1768821267.5114937,1004.52,72.91,-2.47,0
1768821267.6136796,1004.51,72.98,-2.54,0
1768821267.716034,1004.51,72.98,-2.54,0
1768821267.8182116,1004.51,73.05,-2.61,0
1768821267.9203527,1004.51,73.05,-2.61,0
1768821268.0225308,1004.49,73.17,-2.73,0
1768821268.1248453,1004.49,73.17,-2.73,0
1768821268.2271576,1004.49,73.17,-2.73,0
1768821268.3293517,1004.49,73.17,-2.73,0
1768821268.431776,1004.50,73.13,-2.69,0
1768821268.5341768,1004.50,73.12,-2.68,0
1768821268.6364963,1004.48,73.24,-2.80,0
1768821268.7388709,1004.48,73.24,-2.80,0
1768821268.8412116,1004.47,73.35,-2.90,0
1768821268.9434443,1004.47,73.35,-2.91,0
1768821269.0456572,1004.47,73.39,-2.95,0
1768821269.147821,1004.47,73.39,-2.94,0
1768821269.2501664,1004.45,73.50,-3.06,0
1768821269.3528564,1004.45,73.50,-3.06,0
1768821269.4556885,1004.44,73.63,-3.19,0
1768821269.558458,1004.44,73.63,-3.19,0
1768821269.6612818,1004.43,73.73,-3.29,0
1768821269.764036,1004.42,73.74,-3.30,0
1768821269.871499,1004.40,73.92,-3.48,0
1768821269.9740427,1004.40,73.92,-3.48,0
1768821270.07623,1004.37,74.21,-3.77,0
1768821270.1786015,1004.37,74.21,-3.77,0
1768821270.2808223,1004.32,74.63,-4.19,0
1768821270.3831768,1004.32,74.63,-4.19,0
1768821270.4856682,1004.43,73.65,-3.21,0
1768821270.5879507,1004.43,73.66,-3.21,0
1768821270.6903007,1004.50,73.14,-2.70,0
1768821270.792591,1004.50,73.13,-2.69,0
1768821270.89493,1004.49,73.22,-2.78,0
1768821270.9983082,1004.49,73.22,-2.78,0
1768821271.1016507,1004.46,73.45,-3.01,0
1768821271.2039957,1004.46,73.45,-3.00,0
1768821271.306239,1004.46,73.45,-3.01,0
1768821271.408607,1004.46,73.45,-3.01,0
1768821271.5109262,1004.46,73.48,-3.04,0
1768821271.6131475,1004.45,73.48,-3.04,0
1768821271.7154722,1004.46,73.47,-3.02,0
1768821271.817682,1004.46,73.47,-3.03,0
1768821271.9198325,1004.47,73.36,-2.92,0
1768821272.0220296,1004.47,73.36,-2.92,0
1768821272.1242034,1004.45,73.49,-3.04,0
1768821272.2265537,1004.45,73.49,-3.04,0
1768821272.328784,1004.46,73.48,-3.04,0
1768821272.4311407,1004.45,73.48,-3.04,0
1768821272.5334635,1004.46,73.41,-2.96,0
1768821272.635693,1004.46,73.41,-2.96,0
1768821272.7380865,1004.46,73.41,-2.97,0
1768821272.8403428,1004.46,73.46,-3.02,0
1768821272.9425695,1004.46,73.46,-3.02,0
1768821273.0448306,1004.47,73.40,-2.96,0
1768821273.1470368,1004.46,73.40,-2.96,0
1768821273.2494085,1004.46,73.45,-3.00,0
1768821273.3516343,1004.46,73.45,-3.00,0
1768821273.4540308,1004.45,73.51,-3.07,0
1768821273.5564053,1004.45,73.50,-3.06,0
1768821273.6591961,1004.47,73.40,-2.95,0
1768821273.7615125,1004.47,73.39,-2.95,0
1768821273.863759,1004.46,73.41,-2.96,0
1768821273.9660935,1004.46,73.41,-2.97,0
1768821274.068272,1004.46,73.47,-3.03,0
1768821274.1706338,1004.46,73.47,-3.03,0
1768821274.272884,1004.46,73.40,-2.96,0
1768821274.3750904,1004.46,73.41,-2.97,0
1768821274.477434,1004.45,73.52,-3.08,0
1768821274.5796454,1004.45,73.52,-3.08,0
1768821274.6819768,1004.45,73.52,-3.08,0
1768821274.7841704,1004.45,73.52,-3.08,0
1768821274.8863392,1004.46,73.40,-2.96,0
1768821274.9889953,1004.46,73.41,-2.96,0
1768821275.091605,1004.46,73.43,-2.99,0
1768821275.1943545,1004.46,73.43,-2.98,0
1768821275.297034,1004.46,73.45,-3.01,0
1768821275.3998268,1004.46,73.46,-3.02,0
1768821275.5025449,1004.46,73.44,-2.99,0
1768821275.605176,1004.46,73.44,-2.99,0
1768821275.7079346,1004.46,73.47,-3.02,0
1768821275.810665,1004.46,73.46,-3.02,0
1768821275.913244,1004.47,73.39,-2.94,0
1768821276.0159507,1004.47,73.38,-2.94,0
1768821276.1188486,1004.47,73.38,-2.94,0
1768821276.2220457,1004.47,73.38,-2.94,0
1768821276.324959,1004.46,73.46,-3.02,0
1768821276.4277692,1004.46,73.45,-3.01,0
1768821276.5305521,1004.47,73.36,-2.92,0
1768821276.633276,1004.47,73.37,-2.92,0
1768821276.7383337,1004.46,73.41,-2.96,0
1768821276.8407936,1004.47,73.40,-2.96,0
1768821276.9430187,1004.46,73.45,-3.01,0
1768821277.0452058,1004.46,73.45,-3.01,0
1768821277.14739,1004.48,73.31,-2.86,0
1768821277.2497485,1004.48,73.30,-2.86,0
1768821277.3519404,1004.47,73.36,-2.92,0
1768821277.4542696,1004.47,73.37,-2.93,0
1768821277.5564508,1004.46,73.45,-3.00,0
1768821277.6600554,1004.46,73.45,-3.01,0
1768821277.762476,1004.47,73.34,-2.90,0
1768821277.8647842,1004.47,73.34,-2.90,0
1768821277.9669964,1004.46,73.42,-2.98,0
1768821278.0691307,1004.46,73.41,-2.97,0
1768821278.1714377,1004.47,73.38,-2.94,0
1768821278.2736857,1004.47,73.38,-2.94,0
1768821278.37585,1004.47,73.32,-2.88,0
1768821278.4781606,1004.47,73.32,-2.88,0
1768821278.5803468,1004.46,73.42,-2.98,0
1768821278.682668,1004.46,73.42,-2.98,0
1768821278.785031,1004.47,73.36,-2.92,0
1768821278.8872163,1004.47,73.37,-2.92,0
1768821278.9895487,1004.46,73.42,-2.97,0
1768821279.0917459,1004.46,73.42,-2.97,0
1768821279.1940825,1004.46,73.46,-3.02,0
1768821279.2963083,1004.46,73.46,-3.02,0
1768821279.398689,1004.47,73.35,-2.91,0
1768821279.5009735,1004.47,73.35,-2.91,0
1768821279.6031904,1004.47,73.38,-2.94,0
1768821279.7055132,1004.47,73.39,-2.95,0
1768821279.8077106,1004.46,73.47,-3.02,0
1768821279.9098756,1004.46,73.47,-3.03,0
1768821280.0120358,1004.47,73.37,-2.93,0
1768821280.114232,1004.47,73.38,-2.93,0
1768821280.21656,1004.46,73.48,-3.03,0
1768821280.3188183,1004.46,73.47,-3.03,0
1768821280.4211419,1004.45,73.49,-3.05,0
1768821280.5234442,1004.45,73.49,-3.05,0
1768821280.6256666,1004.47,73.37,-2.92,0
1768821280.7279792,1004.47,73.37,-2.92,0
1768821280.830181,1004.46,73.44,-2.99,0
1768821280.9323413,1004.46,73.44,-2.99,0
1768821281.0345132,1004.46,73.43,-2.99,0
1768821281.1366858,1004.46,73.44,-2.99,0
1768821281.2390113,1004.47,73.34,-2.90,0
1768821281.3411963,1004.47,73.34,-2.90,0
1768821281.4435308,1004.46,73.41,-2.97,0
1768821281.5457342,1004.46,73.41,-2.97,0
1768821281.6478982,1004.46,73.40,-2.96,0
1768821281.7506974,1004.46,73.40,-2.96,0
1768821281.8533943,1004.47,73.36,-2.92,0
1768821281.956127,1004.47,73.36,-2.92,0
1768821282.058879,1004.47,73.37,-2.93,0
1768821282.1619751,1004.46,73.47,-3.02,0
1768821282.2647567,1004.46,73.47,-3.03,0
1768821282.3680782,1004.47,73.34,-2.90,0
1768821282.4706604,1004.47,73.34,-2.90,0
1768821282.5729,1004.46,73.46,-3.02,0
1768821282.6752484,1004.46,73.46,-3.02,0
1768821282.7774975,1004.46,73.45,-3.01,0
1768821282.8796818,1004.46,73.46,-3.01,0
1768821282.9818645,1004.47,73.35,-2.91,0
1768821283.0840335,1004.47,73.35,-2.91,0
1768821283.1864135,1004.47,73.36,-2.92,0
1768821283.2886035,1004.47,73.35,-2.91,0
1768821283.391374,1004.46,73.40,-2.96,0
1768821283.4937992,1004.46,73.40,-2.96,0
1768821283.5961075,1004.47,73.32,-2.87,0
1768821283.698557,1004.47,73.32,-2.88,0
1768821283.8008533,1004.47,73.36,-2.92,0
1768821283.90322,1004.47,73.36,-2.92,0
1768821284.0055745,1004.47,73.39,-2.94,0
1768821284.1101816,1004.47,73.38,-2.93,0
1768821284.212585,1004.47,73.32,-2.88,0
1768821284.3148623,1004.47,73.32,-2.88,0
1768821284.4171932,1004.47,73.40,-2.96,0
1768821284.519481,1004.47,73.39,-2.95,0
1768821284.6216757,1004.48,73.31,-2.87,0
1768821284.723994,1004.47,73.32,-2.87,0
1768821284.8262024,1004.46,73.40,-2.96,0
1768821284.928381,1004.47,73.40,-2.96,0
1768821285.0305905,1004.46,73.44,-3.00,0
1768821285.132801,1004.46,73.46,-3.01,0
1768821285.2351825,1004.47,73.35,-2.91,0
1768821285.3373876,1004.47,73.36,-2.92,0
1768821285.4397254,1004.47,73.36,-2.92,0
1768821285.5419552,1004.47,73.36,-2.91,0
1768821285.6441255,1004.46,73.45,-3.01,0
1768821285.7464812,1004.46,73.45,-3.00,0
1768821285.8487217,1004.47,73.33,-2.88,0
1768821285.9510174,1004.47,73.34,-2.89,0
1768821286.053226,1004.46,73.46,-3.01,0
1768821286.1553864,1004.46,73.44,-3.00,0
1768821286.257747,1004.46,73.41,-2.97,0
1768821286.3599288,1004.46,73.42,-2.98,0
1768821286.4652698,1004.47,73.35,-2.90,0
1768821286.5675554,1004.47,73.34,-2.90,0
1768821286.6699078,1004.46,73.45,-3.01,0
1768821286.7721407,1004.46,73.45,-3.01,0
1768821286.8743846,1004.47,73.40,-2.96,0
1768821286.9765804,1004.47,73.39,-2.95,0
1768821287.0788217,1004.46,73.41,-2.97,0
1768821287.181206,1004.46,73.41,-2.97,0
1768821287.2834191,1004.46,73.45,-3.01,0
1768821287.3857706,1004.46,73.45,-3.01,0
1768821287.4884787,1004.47,73.37,-2.93,0
1768821287.5913231,1004.47,73.37,-2.92,0
1768821287.694286,1004.47,73.37,-2.93,0
1768821287.7969775,1004.47,73.38,-2.93,0
1768821287.8996844,1004.46,73.46,-3.02,0
1768821288.0043588,1004.46,73.47,-3.02,0
1768821288.1080353,1004.47,73.39,-2.95,0
1768821288.211257,1004.47,73.38,-2.94,0
1768821288.3134584,1004.45,73.49,-3.05,0
1768821288.4158251,1004.45,73.49,-3.04,0
1768821288.5184748,1004.45,73.50,-3.06,0
1768821288.621151,1004.45,73.51,-3.07,0
1768821288.7237754,1004.46,73.42,-2.97,0
1768821288.8268263,1004.46,73.41,-2.97,0
1768821288.9295738,1004.46,73.41,-2.97,0
1768821289.03225,1004.46,73.42,-2.97,0
1768821289.1354218,1004.45,73.53,-3.08,0
1768821289.2386591,1004.45,73.54,-3.10,0
1768821289.341155,1004.45,73.52,-3.08,0
1768821289.4435306,1004.45,73.52,-3.08,0
1768821289.5458722,1004.45,73.50,-3.06,0
1768821289.6482227,1004.45,73.50,-3.06,0
1768821289.7505631,1004.45,73.50,-3.06,0
1768821289.8529375,1004.45,73.50,-3.06,0
1768821289.9561965,1004.45,73.50,-3.06,0
1768821290.058702,1004.45,73.51,-3.07,0
1768821290.1608975,1004.44,73.58,-3.14,0
1768821290.263037,1004.44,73.58,-3.14,0
1768821290.3652914,1004.45,73.52,-3.07,0
1768821290.4676907,1004.45,73.51,-3.07,0
1768821290.5699673,1004.45,73.50,-3.06,0
1768821290.6722062,1004.45,73.49,-3.05,0
1768821290.774427,1004.44,73.57,-3.13,0
1768821290.8766668,1004.44,73.58,-3.14,0
1768821290.978872,1004.45,73.57,-3.12,0
1768821291.0810306,1004.45,73.55,-3.11,0
1768821291.1831677,1004.45,73.55,-3.11,0
1768821291.2852774,1004.45,73.55,-3.11,0
1768821291.3874338,1004.44,73.60,-3.15,0
1768821291.48999,1004.44,73.60,-3.15,0
1768821291.5927272,1004.45,73.51,-3.07,0
1768821291.6955383,1004.45,73.53,-3.08,0
1768821291.7983637,1004.45,73.49,-3.05,0
1768821291.9009757,1004.45,73.50,-3.06,0
1768821292.0036414,1004.45,73.56,-3.12,0
1768821292.1068351,1004.45,73.55,-3.11,0
1768821292.2101731,1004.45,73.51,-3.07,0
1768821292.3127346,1004.45,73.50,-3.06,0
1768821292.4151053,1004.45,73.50,-3.06,0
1768821292.5174074,1004.45,73.50,-3.06,0
1768821292.6196086,1004.45,73.51,-3.07,0
1768821292.7218242,1004.44,73.61,-3.17,0
1768821292.8239903,1004.44,73.61,-3.17,0
1768821292.9261074,1004.45,73.49,-3.05,0
1768821293.0282843,1004.45,73.49,-3.05,0
1768821293.1307323,1004.45,73.52,-3.08,0
1768821293.233308,1004.45,73.52,-3.08,0
1768821293.335892,1004.45,73.56,-3.12,0
1768821293.4387448,1004.45,73.56,-3.12,0
1768821293.5415523,1004.45,73.53,-3.09,0
1768821293.6442065,1004.45,73.54,-3.10,0
1768821293.7469568,1004.45,73.51,-3.07,0
1768821293.8497055,1004.45,73.51,-3.07,0
1768821293.9524927,1004.44,73.59,-3.15,0
1768821294.0553916,1004.44,73.58,-3.14,0
1768821294.1583273,1004.45,73.52,-3.08,0
1768821294.2608297,1004.45,73.53,-3.08,0
1768821294.3630674,1004.45,73.53,-3.08,0
1768821294.4653823,1004.45,73.52,-3.08,0
1768821294.5676131,1004.44,73.61,-3.16,0
1768821294.6698022,1004.44,73.62,-3.18,0
1768821294.7719443,1004.42,73.77,-3.32,0
1768821294.8740733,1004.42,73.77,-3.32,0
1768821294.9762704,1004.42,73.77,-3.33,0
1768821295.0784848,1004.42,73.78,-3.33,0
1768821295.1806676,1004.41,73.89,-3.45,0
1768821295.2828596,1004.41,73.89,-3.45,0
1768821295.3849857,1004.40,73.97,-3.52,0
1768821295.4873004,1004.40,73.96,-3.52,0
1768821295.5896003,1004.39,74.02,-3.58,0
1768821295.6917565,1004.39,74.02,-3.58,0
1768821295.7939212,1004.38,74.08,-3.63,0
1768821295.8961835,1004.38,74.07,-3.63,0
1768821295.9984403,1004.39,74.05,-3.61,0
1768821296.1006138,1004.39,74.05,-3.61,0
1768821296.2027967,1004.37,74.18,-3.74,0
1768821296.3049371,1004.37,74.19,-3.75,0
1768821296.4072564,1004.37,74.24,-3.79,0
1768821296.509578,1004.37,74.24,-3.79,0
1768821296.6117802,1004.37,74.20,-3.76,0
1768821296.7139835,1004.37,74.21,-3.77,0
1768821296.8161356,1004.36,74.29,-3.84,0
1768821296.9182603,1004.36,74.28,-3.84,0
1768821297.020417,1004.35,74.40,-3.96,0
1768821297.1226249,1004.35,74.40,-3.96,0
1768821297.224787,1004.35,74.37,-3.93,0
1768821297.3269138,1004.35,74.38,-3.94,0
1768821297.4292264,1004.34,74.48,-4.04,0
1768821297.5314448,1004.34,74.49,-4.05,0
1768821297.6336517,1004.32,74.58,-4.14,0
1768821297.7357893,1004.33,74.57,-4.13,0
1768821297.837938,1004.33,74.54,-4.09,0
1768821297.940041,1004.33,74.54,-4.09,0
1768821298.0421877,1004.32,74.66,-4.21,0
1768821298.1443243,1004.31,74.66,-4.22,0
1768821298.2464619,1004.31,74.74,-4.30,0
1768821298.3485858,1004.31,74.73,-4.29,0
1768821298.4509475,1004.30,74.76,-4.32,0
1768821298.5532997,1004.30,74.77,-4.33,0
1768821298.6555564,1004.29,74.88,-4.43,0
1768821298.757838,1004.29,74.87,-4.43,0
1768821298.8601084,1004.28,74.93,-4.49,0
1768821298.962447,1004.28,74.94,-4.49,0
1768821299.064755,1004.28,74.96,-4.52,0
1768821299.1675396,1004.28,74.96,-4.51,0
1768821299.2704077,1004.27,75.06,-4.61,0
1768821299.3731325,1004.27,75.06,-4.62,0
1768821299.4760218,1004.27,75.07,-4.63,0
1768821299.578919,1004.26,75.08,-4.63,0
1768821299.6816525,1004.26,75.11,-4.67,0
1768821299.784312,1004.26,75.10,-4.66,0
1768821299.8870144,1004.25,75.20,-4.76,0
1768821299.989752,1004.25,75.21,-4.77,0
1768821300.0923603,1004.25,75.23,-4.79,0
1768821300.1950366,1004.25,75.23,-4.79,0
1768821300.2977102,1004.24,75.25,-4.81,0
1768821300.4005046,1004.24,75.26,-4.82,0
1768821300.5033174,1004.23,75.36,-4.92,0
1768821300.6060085,1004.23,75.36,-4.92,0
1768821300.7086775,1004.22,75.41,-4.97,0
1768821300.8112612,1004.23,75.41,-4.96,0
1768821300.913913,1004.23,75.40,-4.96,0
1768821301.0165336,1004.22,75.41,-4.97,0
1768821301.1191838,1004.21,75.56,-5.12,0
1768821301.2218158,1004.21,75.56,-5.12,0
1768821301.3244307,1004.21,75.53,-5.09,0
1768821301.4272945,1004.21,75.52,-5.08,0
1768821301.5299447,1004.21,75.51,-5.07,0
1768821301.6325455,1004.21,75.51,-5.07,0
1768821301.7352588,1004.21,75.51,-5.07,0
1768821301.837952,1004.21,75.51,-5.07,0
1768821301.9405642,1004.21,75.52,-5.08,0
1768821302.0432503,1004.21,75.53,-5.09,0
1768821302.1458995,1004.21,75.53,-5.09,0
1768821302.2484875,1004.22,75.47,-5.02,0
1768821302.3511462,1004.22,75.47,-5.02,0
1768821302.4539917,1004.23,75.40,-4.96,0
1768821302.5566976,1004.23,75.40,-4.96,0
1768821302.6593208,1004.23,75.40,-4.95,0
1768821302.761908,1004.23,75.40,-4.96,0
1768821302.8645024,1004.24,75.32,-4.88,0
1768821302.9671962,1004.24,75.32,-4.88,0
1768821303.0698278,1004.25,75.17,-4.73,0
1768821303.1723979,1004.25,75.16,-4.72,0
1768821303.2750497,1004.26,75.14,-4.70,0
1768821303.3776958,1004.26,75.15,-4.71,0
1768821303.4808044,1004.26,75.12,-4.68,0
1768821303.583594,1004.26,75.12,-4.68,0
1768821303.6862519,1004.26,75.10,-4.66,0
1768821303.7894027,1004.26,75.11,-4.67,0
1768821303.8922782,1004.26,75.10,-4.66,0
1768821303.9946804,1004.26,75.09,-4.65,0
1768821304.096898,1004.25,75.17,-4.73,0
1768821304.1990318,1004.25,75.18,-4.74,0
1768821304.3011808,1004.25,75.24,-4.80,0
1768821304.4035773,1004.25,75.23,-4.78,0
1768821304.5058923,1004.25,75.17,-4.73,0
1768821304.6081104,1004.25,75.18,-4.74,0
1768821304.7103012,1004.24,75.26,-4.81,0
1768821304.812447,1004.24,75.26,-4.82,0
1768821304.9146686,1004.23,75.35,-4.91,0
1768821305.0168796,1004.23,75.35,-4.91,0
1768821305.119009,1004.23,75.35,-4.90,0
1768821305.2211306,1004.23,75.35,-4.91,0
1768821305.323283,1004.22,75.45,-5.01,0
1768821305.4256625,1004.22,75.46,-5.01,0
1768821305.528041,1004.21,75.54,-5.09,0
1768821305.630357,1004.21,75.54,-5.09,0
1768821305.732737,1004.21,75.50,-5.05,0
1768821305.835065,1004.22,75.49,-5.05,0
1768821305.937307,1004.21,75.57,-5.12,0
1768821306.0395925,1004.21,75.57,-5.13,0
1768821306.1424873,1004.20,75.66,-5.22,0
1768821306.2450514,1004.20,75.66,-5.22,0
1768821306.3472707,1004.20,75.62,-5.18,0
1768821306.4499414,1004.20,75.62,-5.17,0
1768821306.5524888,1004.18,75.75,-5.31,0
1768821306.6553519,1004.18,75.77,-5.32,0
1768821306.7583225,1004.18,75.83,-5.38,0
1768821306.8608415,1004.18,75.83,-5.39,0
1768821306.963242,1004.18,75.82,-5.37,0
1768821307.0655515,1004.18,75.81,-5.37,0
1768821307.1677248,1004.17,75.87,-5.43,0
1768821307.2699065,1004.17,75.88,-5.43,0
1768821307.3721433,1004.16,75.97,-5.53,0
1768821307.4745336,1004.16,75.97,-5.53,0
1768821307.576766,1004.16,75.97,-5.53,0
1768821307.6789165,1004.16,75.97,-5.53,0
1768821307.7810183,1004.15,76.07,-5.63,0
1768821307.8831494,1004.15,76.07,-5.63,0
1768821307.9853506,1004.13,76.19,-5.75,0
1768821308.0874898,1004.13,76.19,-5.74,0
1768821308.1896408,1004.13,76.19,-5.74,0
1768821308.2917466,1004.13,76.19,-5.75,0
1768821308.3943994,1004.13,76.24,-5.80,0
